POS	DRIVER	CAR	MANUFACTURER	LAPS	START	LED	PTS	BONUS	PENALTY
1	Brad Keselowski	2	Ford	191	10	1	49	9	0
2	William Byron	24	Chevrolet	191	4	12	41	6	0
3	Michael McDowell	34	Ford	191	23	0	45	11	0
4	Kevin Harvick	4	Ford	191	16	12	35	2	0
5	Matt DiBenedetto	21	Ford	191	13	28	42	10	0
6	Kaz Grala	16	Chevrolet	191	38	0	31	0	0
7	Tyler Reddick	8	Chevrolet	191	20	0	30	0	0
8	Austin Dillon	3	Chevrolet	191	11	0	29	0	0
9	Ryan Blaney	12	Ford	191	7	11	42	14	0
10	Cole Custer	41	Ford	191	27	0	27	0	0
11	Chase Briscoe	14	Ford	191	25	1	26	0	0
12	Anthony Alfredo	38	Ford	191	30	0	25	0	0
13	Ryan Newman	6	Ford	191	28	2	24	0	0
14	Ryan Preece	37	Chevrolet	191	29	9	29	6	0
15	Aric Almirola	10	Ford	191	14	16	22	0	0
16	Ross Chastain	42	Chevrolet	191	18	12	21	0	0
17	Christopher Bell	20	Toyota	191	6	2	23	3	0
18	Kyle Busch	18	Toyota	191	9	6	26	7	0
19	Bubba Wallace	23	Toyota	191	24	16	28	10	0
20	Harrison Burton	96	Toyota	191	39	0	0	0	0
21	Chris Buescher	17	Ford	191	21	0	25	9	0
22	Corey LaJoie	7	Chevrolet	191	26	0	15	0	0
23	Daniel Suarez	99	Chevrolet	191	19	0	14	0	0
24	Chase Elliott	9	Chevrolet	191	8	3	21	8	0
25	B.J. McLeod	78	Ford	191	31	0	0	0	0
26	J.J. Yeley	15	Chevrolet	191	37	0	0	0	0
27	Erik Jones	43	Chevrolet	190	22	7	10	0	0
28	Cody Ware	51	Chevrolet	190	33	0	0	0	0
29	Timmy Hill	66	Toyota	190	40	0	0	0	0
30	Justin Haley	77	Chevrolet	190	34	0	0	0	0
31	Martin Truex Jr.	19	Toyota	189	3	0	6	0	0
32	Denny Hamlin	11	Toyota	188	1	43	12	7	0
33	Ricky Stenhouse Jr.	47	Chevrolet	186	17	0	7	3	0
34	Joey Gase	28	Ford	186	35	0	0	0	0
35	Kurt Busch	1	Chevrolet	185	15	0	2	0	0
36	Josh Bilicki	52	Ford	180	36	0	1	0	0
37	Quin Houff	00	Chevrolet	168	32	0	1	0	0
38	Alex Bowman	48	Chevrolet	123	5	0	5	4	0
39	Joey Logano	22	Ford	59	2	10	1	0	0
40	Kyle Larson	5	Chevrolet	3	12	0	1	0	0
